data,concorso,n1,n2,n3,n4,n5,n6,jolly,superstar
2007-10-27,129,7,19,39,42,56,57,18,
2007-10-30,130,22,39,54,63,68,73,12,
2007-11-02,131,29,31,51,60,72,73,69,
2007-11-03,132,11,31,44,64,83,89,34,
2007-11-06,133,13,18,32,46,55,78,59,
2007-11-08,134,16,29,38,62,72,84,66,
2007-11-10,135,6,39,50,52,54,88,51,
2007-11-13,136,1,2,33,62,68,79,14,
2007-11-15,137,4,9,69,74,76,85,86,
2007-11-17,138,18,28,40,63,68,86,71,
2007-11-20,139,1,18,30,34,65,75,31,
2007-11-22,140,2,51,55,57,61,82,15,
2007-11-24,141,26,37,53,81,86,90,31,
2007-11-27,142,2,22,28,39,61,79,84,
2007-11-29,143,17,41,42,43,66,76,8,
2007-12-01,144,6,19,30,53,55,76,17,
2007-12-04,145,3,10,40,54,69,85,43,
2007-12-06,146,33,37,48,65,83,84,55,
2007-12-10,147,5,13,28,30,42,63,84,
2007-12-11,148,9,12,28,71,82,85,37,
2007-12-13,149,12,20,22,39,55,72,15,
2007-12-15,150,25,31,43,61,63,86,23,
2007-12-18,151,28,29,33,35,65,80,69,
2007-12-20,152,6,10,13,17,22,46,43,
2007-12-22,153,3,14,30,50,66,87,47,
2007-12-24,154,29,31,35,49,69,74,16,
2007-12-27,155,6,13,19,37,67,72,49,
2007-12-29,156,12,26,70,74,84,87,46,
2008-01-02,1,16,38,40,69,84,90,60,
2008-01-03,2,20,39,56,64,66,85,29,
2008-01-05,3,16,30,68,75,83,86,15,
2008-01-08,4,17,23,30,74,81,84,55,
2008-01-10,5,23,25,30,44,51,68,58,
2008-01-12,6,8,9,52,77,82,86,85,
2008-01-15,7,12,50,55,62,67,88,29,
2008-01-17,8,4,15,21,35,59,73,70,
2008-01-19,9,10,23,31,35,61,87,81,
2008-01-22,10,7,18,19,56,66,71,26,
2008-01-24,11,18,28,33,41,63,84,88,
2008-01-26,12,15,17,25,31,85,87,82,
2008-01-29,13,1,23,30,60,70,74,31,
2008-01-31,14,7,14,26,34,45,77,83,
2008-02-02,15,18,33,61,70,81,90,10,
2008-02-05,16,22,28,75,78,83,87,13,
2008-02-07,17,30,32,49,68,71,85,86,
2008-02-09,18,2,3,13,23,30,70,85,
2008-02-12,19,8,16,33,64,68,82,4,
2008-02-14,20,4,18,30,69,73,74,78,
2008-02-16,21,16,17,52,60,80,81,29,
2008-02-19,22,2,18,35,53,60,66,32,
2008-02-21,23,27,43,46,51,52,72,83,
2008-02-23,24,11,13,25,62,76,80,18,
2008-02-26,25,2,11,40,60,73,82,74,
2008-02-28,26,2,5,6,56,58,73,3,
2008-03-01,27,23,30,33,67,69,71,61,
2008-03-04,28,12,32,54,63,64,85,62,
2008-03-06,29,1,16,32,51,60,61,78,
2008-03-08,30,4,12,21,39,59,83,64,
2008-03-11,31,41,51,61,66,75,88,27,
2008-03-13,32,50,61,62,71,72,74,59,
2008-03-15,33,7,32,49,55,61,83,64,
2008-03-18,34,27,36,38,41,71,84,6,
2008-03-20,35,5,37,38,59,71,80,43,
2008-03-22,36,30,37,47,72,85,87,71,
2008-03-25,37,8,36,75,76,79,83,65,
2008-03-27,38,11,34,46,58,77,82,50,
2008-03-29,39,1,17,33,34,46,62,3,
2008-04-01,40,5,9,53,57,61,84,78,
2008-04-03,41,9,37,40,61,69,84,35,
2008-04-05,42,29,51,52,62,72,79,34,
2008-04-08,43,12,21,49,51,56,74,8,
2008-04-10,44,34,54,72,76,79,85,78,
2008-04-12,45,5,34,55,58,74,90,8,
2008-04-15,46,2,25,28,31,46,59,22,
2008-04-17,47,8,14,36,71,74,87,18,
2008-04-19,48,22,29,30,32,41,52,42,
2008-04-22,49,18,54,62,80,88,90,24,
2008-04-24,50,36,43,47,49,84,89,51,
2008-04-26,51,56,64,72,81,83,86,32,
2008-04-29,52,28,33,42,54,76,79,68,
2008-05-02,53,36,38,40,51,53,71,8,
2008-05-03,54,8,38,39,52,64,70,73,
2008-05-06,55,7,71,72,75,80,90,85,
2008-05-08,56,8,29,33,47,52,56,59,
2008-05-10,57,1,4,25,44,82,89,23,
2008-05-13,58,28,33,39,40,80,89,82,
2008-05-15,59,7,31,38,57,84,87,86,
2008-05-17,60,8,53,65,66,80,87,3,
2008-05-20,61,40,42,57,62,67,88,3,
2008-05-22,62,22,63,66,73,81,90,47,
2008-05-24,63,6,16,28,32,43,90,73,
2008-05-27,64,7,10,50,51,80,85,60,
2008-05-29,65,7,30,40,58,75,79,84,
2008-05-31,66,8,16,39,63,84,86,34,
2008-06-03,67,2,26,30,32,63,89,56,
2008-06-05,68,13,22,40,41,51,86,6,
2008-06-07,69,10,26,53,66,70,78,75,
2008-06-10,70,4,62,67,69,70,84,23,
2008-06-12,71,10,15,17,57,65,80,1,
2008-06-14,72,3,6,20,46,50,80,86,
2008-06-17,73,8,11,14,39,46,51,57,
2008-06-19,74,18,31,47,59,75,80,79,
2008-06-21,75,8,16,42,64,72,74,53,
2008-06-24,76,13,25,54,56,57,58,31,
2008-06-26,77,4,12,35,61,66,84,79,
2008-06-28,78,6,19,25,42,48,52,56,
2008-07-01,79,1,38,54,63,66,74,13,
2008-07-03,80,19,32,41,42,64,65,75,
2008-07-05,81,9,69,70,72,77,81,39,
2008-07-08,82,1,26,49,74,82,87,81,
2008-07-10,83,11,22,39,52,55,63,24,
2008-07-12,84,16,26,31,67,74,82,18,
2008-07-15,85,21,40,57,60,61,68,9,
2008-07-17,86,8,28,34,63,86,90,15,
2008-07-19,87,4,33,34,44,52,63,27,
2008-07-22,88,35,49,56,78,87,90,10,
2008-07-24,89,15,17,25,39,57,58,24,
2008-07-26,90,6,44,66,68,77,86,20,
2008-07-29,91,14,28,37,47,53,57,88,
2008-07-31,92,20,67,71,81,84,88,7,
2008-08-02,93,35,49,68,71,82,85,31,
2008-08-05,94,1,30,36,37,60,88,27,
2008-08-07,95,19,30,52,66,70,82,84,
2008-08-09,96,2,11,21,23,39,47,72,
2008-08-12,97,12,24,26,50,65,69,51,
2008-08-14,98,8,19,30,32,52,75,85,
2008-08-16,99,7,10,35,64,77,89,21,
2008-08-19,100,5,7,13,33,66,79,84,
2008-08-21,101,2,4,11,37,62,75,19,
2008-08-23,102,21,31,37,64,75,88,41,
2008-08-26,103,7,23,28,50,80,87,27,
2008-08-28,104,18,19,36,39,58,88,53,
2008-08-30,105,24,26,33,36,38,73,74,
2008-09-02,106,6,29,30,78,81,88,26,
2008-09-04,107,1,6,11,27,65,80,21,
2008-09-06,108,2,22,33,42,52,71,72,
2008-09-09,109,1,3,20,43,51,78,12,
2008-09-11,110,27,31,35,53,54,78,45,
2008-09-13,111,28,38,41,58,67,80,85,
2008-09-16,112,21,30,32,41,47,67,49,
2008-09-18,113,15,18,21,57,59,61,19,
2008-09-20,114,7,12,36,73,77,85,1,
2008-09-23,115,8,22,31,39,58,63,42,
2008-09-25,116,25,51,53,72,77,81,83,
2008-09-27,117,3,16,20,55,60,80,52,
2008-09-30,118,5,34,43,53,71,78,73,
2008-10-02,119,2,41,59,68,74,86,31,
2008-10-04,120,31,58,80,81,88,89,65,
2008-10-07,121,16,21,24,60,66,79,82,
2008-10-09,122,4,19,20,24,44,55,80,
2008-10-11,123,7,9,35,61,67,68,53,
2008-10-14,124,11,14,43,46,61,70,82,
2008-10-16,125,1,20,22,23,61,82,70,
2008-10-18,126,8,25,33,48,58,90,53,
2008-10-21,127,4,47,76,78,81,86,6,
2008-10-23,128,7,20,21,74,75,81,33,
2008-10-25,129,13,16,28,32,71,85,78,
2008-10-28,130,5,9,50,80,82,88,89,
2008-10-30,131,2,25,26,41,55,75,59,
2008-11-03,132,16,21,33,42,52,66,19,
2008-11-04,133,6,28,32,39,57,85,47,
2008-11-06,134,24,26,31,39,49,81,89,
2008-11-08,135,3,31,33,37,52,54,17,
2008-11-11,136,6,10,22,48,61,65,58,
2008-11-13,137,15,17,24,31,80,86,52,
2008-11-15,138,5,7,13,40,52,84,37,
2008-11-18,139,3,4,7,44,52,89,47,
2008-11-20,140,25,39,43,46,59,67,75,
2008-11-22,141,7,30,45,50,55,74,60,
2008-11-25,142,19,48,61,73,81,83,22,
2008-11-27,143,27,28,46,48,52,70,71,
2008-11-29,144,2,3,22,46,61,80,49,
2008-12-02,145,8,9,17,33,80,86,22,
2008-12-04,146,17,44,49,60,66,81,74,
2008-12-06,147,30,46,54,56,72,86,22,
2008-12-09,148,1,38,47,50,58,65,22,
2008-12-11,149,40,60,68,72,84,89,90,
2008-12-13,150,28,32,45,61,63,76,43,
2008-12-16,151,17,20,48,62,85,90,69,
2008-12-18,152,9,26,29,31,58,70,21,
2008-12-20,153,12,14,29,48,49,85,79,
2008-12-23,154,30,45,66,69,75,80,63,
2008-12-24,155,17,32,33,50,61,82,67,
2008-12-27,156,8,25,31,65,87,90,28,
2008-12-30,157,23,32,38,40,51,71,48,
2009-01-02,1,16,19,29,34,48,64,53,
2009-01-03,2,17,24,25,40,58,64,27,
2009-01-07,3,14,31,35,40,50,66,68,
2009-01-08,4,14,23,24,41,71,73,63,
2009-01-10,5,2,15,35,54,60,78,27,
2009-01-13,6,9,14,21,55,66,90,4,
2009-01-15,7,8,15,24,25,44,55,86,
2009-01-17,8,13,17,25,55,64,85,11,
2009-01-20,9,19,35,49,52,75,79,41,
2009-01-22,10,1,2,40,52,67,82,23,
2009-01-24,11,2,4,13,23,28,68,49,
2009-01-27,12,20,31,44,51,65,74,71,
2009-01-29,13,27,32,55,65,76,86,60,
2009-01-31,14,1,3,8,38,83,88,16,
2009-02-03,15,11,13,17,49,51,61,8,
2009-02-05,16,7,18,27,33,35,43,28,
2009-02-07,17,8,23,58,61,76,79,90,
2009-02-10,18,11,18,47,80,89,90,70,
2009-02-12,19,3,24,31,32,61,85,17,
2009-02-14,20,7,32,43,50,68,73,31,
2009-02-17,21,17,20,63,78,82,85,42,
2009-02-19,22,28,30,32,33,34,52,14,
2009-02-21,23,6,39,40,41,50,54,2,
2009-02-24,24,33,38,47,67,68,81,51,
2009-02-26,25,10,19,25,35,51,73,66,
2009-02-28,26,6,26,56,65,69,82,19,
2009-03-03,27,20,39,42,45,74,77,81,
2009-03-05,28,29,36,37,40,70,75,7,
2009-03-07,29,4,14,45,53,77,84,69,
2009-03-10,30,33,57,63,65,78,88,55,
2009-03-12,31,2,10,19,36,78,90,83,
2009-03-14,32,10,15,46,51,65,75,29,
2009-03-17,33,3,38,44,50,53,70,22,
2009-03-19,34,1,39,40,52,54,64,37,
2009-03-21,35,4,39,43,59,74,90,30,
2009-03-24,36,1,9,11,21,36,47,29,
2009-03-26,37,13,21,70,71,72,85,82,
2009-03-28,38,1,10,55,61,72,77,30,
2009-03-31,39,2,4,16,20,29,53,65,
2009-04-02,40,3,12,16,30,84,89,18,
2009-04-04,41,2,3,4,27,34,42,59,
2009-04-07,42,3,37,54,65,87,89,58,
2009-04-09,43,2,23,36,62,75,79,48,
2009-04-11,44,6,34,59,61,83,90,53,
2009-04-14,45,2,5,20,43,64,83,66,
2009-04-16,46,3,9,17,38,54,62,64,
2009-04-18,47,20,46,48,62,71,86,44,
2009-04-21,48,19,22,26,59,61,71,57,
2009-04-23,49,24,29,40,71,74,78,21,
2009-04-27,50,7,40,54,64,69,71,67,
2009-04-28,51,11,12,32,55,72,87,88,
2009-04-30,52,28,64,65,77,85,89,47,
2009-05-02,53,2,25,31,38,45,84,24,
2009-05-05,54,7,12,19,43,71,77,44,
2009-05-07,55,31,43,67,69,76,80,1,
2009-05-09,56,9,11,40,48,68,84,6,
2009-05-12,57,4,9,22,23,47,73,45,
2009-05-14,58,1,22,41,69,73,89,39,
2009-05-16,59,39,50,55,57,78,82,81,
2009-05-19,60,36,55,62,66,81,85,9,
2009-05-21,61,11,14,17,24,39,48,64,
2009-05-23,62,9,25,29,43,48,54,65,
2009-05-26,63,6,33,35,64,66,77,85,
2009-05-28,64,5,27,37,63,67,77,75,
2009-05-30,65,1,13,17,31,58,62,74,
2009-06-03,66,32,33,37,43,44,79,74,
2009-06-04,67,7,57,60,67,69,90,14,
2009-06-06,68,8,14,16,18,56,60,69,
2009-06-09,69,14,17,39,47,58,85,61,
2009-06-11,70,4,10,24,59,72,83,47,
2009-06-13,71,8,19,25,73,76,84,33,
2009-06-16,72,6,14,39,47,63,82,74,
2009-06-18,73,15,27,31,52,74,77,54,
2009-06-20,74,1,7,38,58,62,78,79,
2009-06-23,75,2,3,37,38,58,59,24,
2009-06-25,76,23,36,38,52,62,63,43,
2009-06-27,77,29,56,66,77,88,89,45,
2009-06-30,78,12,19,24,51,56,78,3,
2009-07-02,79,12,13,38,46,47,72,5,
2009-07-04,80,6,35,53,67,75,89,2,
2009-07-07,81,41,44,55,56,68,79,40,
2009-07-09,82,7,29,57,60,79,87,84,
2009-07-11,83,8,21,32,33,60,69,48,
2009-07-14,84,33,35,47,51,62,89,5,
2009-07-16,85,6,35,38,48,58,76,26,
2009-07-18,86,4,32,34,56,61,82,81,
2009-07-21,87,27,32,40,49,75,82,5,
2009-07-23,88,9,12,60,69,72,89,2,
2009-07-25,89,7,35,36,41,45,88,52,
2009-07-28,90,1,21,29,40,63,70,39,
2009-07-30,91,2,68,77,81,83,84,19,
2009-08-01,92,17,21,23,31,33,37,79,
2009-08-04,93,4,8,51,72,74,88,85,
2009-08-06,94,40,41,49,56,61,63,2,
2009-08-08,95,24,51,58,61,74,77,43,
2009-08-11,96,26,29,40,50,54,72,78,
2009-08-13,97,11,29,56,63,88,90,22,
2009-08-17,98,4,10,27,28,34,57,71,
2009-08-18,99,2,19,43,49,77,82,50,
2009-08-20,100,2,16,38,67,70,84,4,
2009-08-22,101,10,11,27,45,79,88,42,
2009-08-25,102,4,5,22,48,53,86,41,
2009-08-27,103,15,20,36,69,74,87,86,
2009-08-29,104,15,19,26,34,67,69,50,
2009-09-01,105,12,14,19,38,41,45,31,
2009-09-03,106,18,54,56,58,62,66,32,
2009-09-05,107,15,31,39,49,64,85,56,
2009-09-08,108,6,13,41,71,75,86,58,
2009-09-10,109,17,39,41,47,77,83,63,
2009-09-12,110,5,21,26,45,47,49,11,
2009-09-15,111,26,60,61,72,85,88,73,
2009-09-17,112,19,32,34,63,74,89,55,
2009-09-19,113,4,8,20,21,44,80,77,
2009-09-22,114,17,40,50,73,74,82,19,
2009-09-24,115,5,9,25,30,76,81,6,
2009-09-26,116,34,69,70,73,82,90,80,
2009-09-29,117,10,22,24,45,67,76,71,
2009-10-01,118,4,19,34,52,68,77,63,
2009-10-03,119,28,38,59,60,71,83,54,
2009-10-06,120,23,24,49,69,70,72,88,
2009-10-08,121,1,12,17,65,70,90,24,
2009-10-10,122,9,33,34,52,82,83,51,
2009-10-13,123,5,11,40,43,56,82,7,
2009-10-15,124,3,29,51,55,73,81,83,
2009-10-17,125,8,24,45,47,72,84,78,
2009-10-20,126,41,47,49,55,77,90,22,
2009-10-22,127,29,33,34,64,65,87,37,
2009-10-24,128,6,26,37,38,55,73,22,
2009-10-27,129,38,43,44,45,63,77,42,
2009-10-29,130,29,37,42,52,54,59,79,
2009-10-31,131,13,16,41,49,58,76,47,
2009-11-03,132,22,35,44,66,71,88,76,
2009-11-05,133,12,20,28,57,74,85,41,
2009-11-07,134,9,11,70,74,75,84,80,
2009-11-10,135,24,32,56,59,76,81,55,
2009-11-12,136,37,43,49,66,73,88,10,
2009-11-14,137,15,27,31,40,63,82,53,
2009-11-17,138,16,25,28,30,39,51,9,
2009-11-19,139,1,35,42,55,57,62,87,
2009-11-21,140,36,37,50,57,73,83,69,
2009-11-24,141,19,47,69,71,86,87,17,
2009-11-26,142,26,31,32,50,61,77,55,
2009-11-28,143,3,42,52,67,78,86,57,
2009-12-01,144,21,25,36,51,82,90,61,
2009-12-03,145,19,30,34,49,54,74,2,
2009-12-05,146,20,63,66,74,75,77,88,
2009-12-09,147,9,30,50,57,62,70,31,
2009-12-10,148,33,36,39,50,65,70,55,
2009-12-12,149,10,16,40,55,66,77,36,
2009-12-15,150,1,4,48,53,61,85,82,
2009-12-17,151,1,23,32,53,66,83,56,
2009-12-19,152,9,15,17,34,73,83,67,
2009-12-22,153,6,13,17,52,64,82,24,
2009-12-24,154,5,25,37,52,62,79,11,
2009-12-28,155,34,36,61,62,78,88,55,
2009-12-29,156,11,16,21,62,70,84,24,
2009-12-31,157,40,41,45,51,52,79,31,
2010-01-02,1,10,23,47,63,70,81,19,
2010-01-05,2,44,48,49,68,86,87,62,
2010-01-07,3,13,24,26,34,76,77,80,
2010-01-09,4,1,30,32,45,69,83,49,
2010-01-12,5,26,27,39,55,59,63,71,
2010-01-14,6,4,24,47,66,74,77,81,
2010-01-16,7,14,18,32,33,46,88,35,
2010-01-19,8,5,18,55,59,65,74,53,
2010-01-21,9,11,21,53,62,63,68,10,
2010-01-23,10,2,23,24,70,81,90,35,
2010-01-26,11,6,15,18,23,53,62,80,
2010-01-28,12,21,23,25,27,36,84,80,
2010-01-30,13,4,17,52,55,56,67,26,
2010-02-02,14,8,26,32,40,62,88,87,
2010-02-04,15,11,25,36,49,53,85,55,
2010-02-06,16,24,40,43,51,53,88,31,
2010-02-09,17,20,22,24,40,51,80,60,
2010-02-11,18,4,19,32,58,73,87,29,
2010-02-13,19,1,14,26,49,71,89,40,
2010-02-16,20,46,48,63,68,83,85,13,
2010-02-18,21,7,34,49,51,58,86,69,
2010-02-20,22,19,26,63,67,68,83,6,
2010-02-23,23,12,30,35,44,49,62,22,
2010-02-25,24,1,64,67,68,79,90,59,
2010-02-27,25,13,43,47,55,67,70,82,
2010-03-02,26,4,5,18,35,40,90,38,
2010-03-04,27,17,24,34,48,61,87,39,
2010-03-06,28,16,21,30,35,57,78,36,
2010-03-09,29,26,28,48,52,55,90,64,
2010-03-11,30,7,8,25,46,65,78,74,
2010-03-13,31,8,9,11,14,79,90,82,
2010-03-16,32,6,15,21,27,49,85,66,
2010-03-18,33,4,5,29,58,71,84,49,
2010-03-20,34,4,18,26,47,61,80,35,
2010-03-23,35,20,29,44,54,64,69,23,
2010-03-25,36,6,50,67,69,77,88,32,
2010-03-27,37,44,45,58,65,66,85,16,
2010-03-30,38,8,30,64,69,80,88,35,
2010-04-01,39,23,25,37,38,50,86,43,
2010-04-03,40,2,16,19,47,49,57,27,
2010-04-06,41,1,30,67,68,71,80,56,
2010-04-08,42,7,29,36,50,56,75,25,
2010-04-10,43,6,31,58,64,74,82,33,
2010-04-13,44,33,42,46,55,69,90,83,
2010-04-15,45,34,37,38,39,59,90,42,
2010-04-17,46,30,54,66,67,76,90,14,
2010-04-20,47,4,14,40,41,54,79,50,
2010-04-22,48,6,25,29,44,68,74,76,
2010-04-24,49,6,7,45,46,67,85,31,
2010-04-27,50,4,26,28,59,61,68,60,
2010-04-29,51,31,38,49,54,62,76,60,
2010-05-03,52,19,33,45,55,82,84,86,
2010-05-04,53,5,15,23,39,43,49,29,
2010-05-06,54,2,4,25,34,61,66,47,
2010-05-08,55,18,26,45,67,70,90,32,
2010-05-11,56,13,28,39,45,68,81,8,
2010-05-13,57,19,29,37,46,64,75,70,
2010-05-15,58,22,32,34,70,78,90,61,
2010-05-18,59,50,55,57,62,78,83,23,
2010-05-20,60,19,38,48,54,71,84,28,
2010-05-22,61,31,32,57,59,78,79,10,
2010-05-25,62,6,34,43,60,71,73,81,
2010-05-27,63,9,39,49,64,65,72,52,
2010-05-29,64,22,68,75,83,85,89,10,
2010-06-01,65,3,15,46,67,75,78,5,
2010-06-03,66,30,38,46,47,62,67,68,
2010-06-05,67,1,6,13,24,46,89,8,
2010-06-08,68,24,33,54,69,79,86,52,
2010-06-10,69,16,19,48,51,65,85,40,
2010-06-12,70,16,27,43,46,62,85,52,
2010-06-15,71,48,54,64,75,79,87,27,
2010-06-17,72,20,46,50,52,69,86,64,
2010-06-19,73,3,8,10,22,32,50,58,
2010-06-22,74,9,19,54,73,83,90,47,
2010-06-24,75,12,18,49,51,66,69,50,
2010-06-26,76,9,28,33,38,50,55,47,
2010-06-29,77,1,13,18,41,68,84,64,
2010-07-01,78,1,14,38,77,80,89,57,
2010-07-03,79,14,18,48,52,64,75,26,
2010-07-06,80,9,34,57,72,84,88,43,
2010-07-08,81,23,25,43,50,51,61,30,
2010-07-10,82,10,25,34,79,85,86,15,
2010-07-13,83,9,20,33,48,55,84,10,
2010-07-15,84,4,5,11,15,20,46,82,
2010-07-17,85,1,9,32,56,71,79,10,
2010-07-20,86,19,33,45,50,54,86,63,
2010-07-22,87,30,37,41,45,47,57,82,
2010-07-24,88,37,47,51,54,78,82,26,
2010-07-27,89,37,47,69,75,86,88,6,
2010-07-29,90,6,7,11,19,34,49,73,
2010-07-31,91,14,15,16,27,56,57,21,
2010-08-03,92,8,38,48,66,70,86,75,
2010-08-05,93,11,17,47,57,79,86,70,
2010-08-07,94,1,7,19,65,67,74,87,
2010-08-10,95,1,10,17,31,58,80,40,
2010-08-12,96,2,40,47,54,66,83,25,
2010-08-14,97,6,10,69,78,83,86,26,
2010-08-17,98,4,19,52,67,82,90,45,
2010-08-19,99,9,17,37,51,70,78,56,
2010-08-21,100,14,59,64,75,80,83,42,
2010-08-24,101,50,53,66,69,70,90,51,
2010-08-26,102,13,28,36,45,59,65,41,
2010-08-28,103,6,11,13,48,72,77,85,
2010-08-31,104,10,21,35,40,63,79,80,
2010-09-02,105,18,30,40,64,88,89,69,
2010-09-04,106,13,54,56,67,82,90,25,
2010-09-07,107,3,7,48,67,87,90,31,
2010-09-09,108,8,26,32,44,82,86,37,
2010-09-11,109,10,16,36,70,71,73,66,
2010-09-14,110,6,29,54,62,72,80,5,
2010-09-16,111,5,49,71,83,85,88,74,
2010-09-18,112,4,23,24,35,77,79,17,
2010-09-21,113,46,49,61,69,74,82,66,
2010-09-23,114,25,32,64,74,85,90,6,
2010-09-25,115,13,16,45,58,63,72,74,
2010-09-28,116,18,20,46,54,57,65,58,
2010-09-30,117,6,24,55,67,70,75,19,
2010-10-02,118,9,16,31,43,49,83,61,
2010-10-05,119,17,38,42,50,68,86,62,
2010-10-07,120,19,22,49,65,70,87,60,
2010-10-09,121,24,30,42,54,84,85,75,
2010-10-12,122,18,23,31,38,47,51,35,
2010-10-14,123,9,15,19,38,48,77,75,
2010-10-16,124,16,31,41,61,65,77,25,
2010-10-19,125,31,49,54,57,80,88,22,
2010-10-21,126,3,13,33,42,56,85,68,
2010-10-23,127,12,26,46,69,72,87,18,
2010-10-26,128,30,32,49,53,72,84,86,
2010-10-28,129,16,29,32,53,61,72,88,
2010-10-30,130,4,26,40,54,55,67,41,
2010-11-02,131,31,39,53,56,68,90,66,
2010-11-04,132,1,10,47,50,52,74,23,
2010-11-06,133,13,35,41,44,59,79,74,
2010-11-09,134,23,37,41,51,62,74,33,
2010-11-11,135,28,49,50,54,66,68,77,
2010-11-13,136,2,34,45,47,54,74,48,
2010-11-16,137,26,38,40,66,76,81,33,
2010-11-18,138,23,32,33,47,63,81,77,
2010-11-20,139,5,7,46,65,73,82,1,
2010-11-23,140,46,54,65,70,82,85,23,
2010-11-25,141,5,14,48,52,57,90,61,
2010-11-27,142,21,38,41,43,52,77,5,
2010-11-30,143,19,20,32,64,87,89,69,
2010-12-02,144,10,35,39,57,61,75,12,
2010-12-04,145,16,20,36,39,42,51,80,
2010-12-07,146,27,31,45,61,74,79,70,
2010-12-09,147,12,32,54,60,89,90,71,
2010-12-11,148,3,17,35,52,69,83,68,
2010-12-14,149,3,17,48,76,77,90,83,
2010-12-16,150,9,15,27,54,76,86,56,
2010-12-18,151,30,38,52,63,74,89,1,
2010-12-21,152,8,9,19,48,51,81,26,
2010-12-23,153,5,12,16,44,71,75,21,
2010-12-27,154,4,39,62,67,69,78,65,
2010-12-28,155,1,4,21,56,69,75,59,
2010-12-30,156,5,29,35,39,41,45,46,
2011-01-03,1,4,7,12,20,74,89,76,
2011-01-04,2,1,12,21,31,39,49,25,
2011-01-07,3,14,25,44,54,78,89,66,
2011-01-08,4,26,68,73,75,76,86,71,
2011-01-11,5,12,13,31,69,71,77,49,
2011-01-13,6,15,17,34,59,83,86,23,
2011-01-15,7,5,8,37,77,79,90,9,
2011-01-18,8,10,50,55,61,87,90,26,
2011-01-20,9,4,23,35,54,72,88,74,
2011-01-22,10,6,8,15,52,67,86,42,
2011-01-25,11,3,12,13,15,43,46,11,
2011-01-27,12,1,11,27,45,49,61,80,
2011-01-29,13,11,35,58,64,68,72,26,
2011-02-01,14,22,30,43,62,70,71,50,
2011-02-03,15,20,25,37,45,49,63,73,
2011-02-05,16,25,32,43,52,65,78,88,
2011-02-08,17,10,11,20,41,55,83,1,
2011-02-10,18,1,47,54,81,84,89,22,
2011-02-12,19,1,3,19,23,61,78,36,
2011-02-15,20,25,40,63,78,82,85,88,
2011-02-17,21,10,17,18,25,45,84,21,
2011-02-19,22,27,44,48,57,77,83,47,
2011-02-22,23,2,3,38,42,56,74,23,
2011-02-24,24,2,25,50,63,76,85,77,
2011-02-26,25,16,18,20,26,32,35,8,
2011-03-01,26,9,32,42,55,71,90,86,
2011-03-03,27,12,41,64,75,82,84,34,
2011-03-05,28,3,12,38,50,54,55,19,
2011-03-08,29,22,28,32,57,58,85,50,
2011-03-10,30,7,14,21,47,58,71,43,
2011-03-12,31,22,26,42,44,58,83,59,
2011-03-15,32,6,25,62,80,85,86,57,
2011-03-18,33,6,16,35,52,53,69,49,
2011-03-19,34,10,21,43,47,58,85,2,
2011-03-22,35,2,32,49,52,54,80,90,
2011-03-24,36,7,13,19,65,86,88,46,
2011-03-26,37,37,38,56,62,70,83,88,
2011-03-29,38,2,11,37,45,48,66,22,
2011-03-31,39,3,25,43,55,72,80,85,
2011-04-02,40,8,14,20,36,45,85,26,
2011-04-05,41,5,30,31,55,57,70,84,
2011-04-07,42,21,22,46,56,63,66,34,
2011-04-09,43,12,13,17,38,74,87,18,
2011-04-12,44,29,37,50,62,70,86,27,
2011-04-14,45,24,26,43,71,79,80,7,
2011-04-16,46,9,17,29,37,49,68,70,
2011-04-19,47,9,12,21,34,64,67,1,
2011-04-21,48,8,14,23,25,45,69,78,
2011-04-23,49,6,34,35,54,62,84,45,
2011-04-26,50,14,32,56,72,78,79,27,
2011-04-28,51,38,42,45,69,86,90,63,
2011-04-30,52,15,29,36,48,74,83,45,
2011-05-03,53,30,40,51,52,54,74,72,
2011-05-05,54,21,31,33,40,50,52,62,
2011-05-07,55,3,4,22,43,65,67,10,
2011-05-10,56,12,35,75,76,82,84,17,
2011-05-12,57,1,3,6,21,85,90,58,
2011-05-14,58,2,21,22,56,70,81,44,
2011-05-17,59,28,41,55,69,79,82,35,
2011-05-19,60,5,24,32,78,80,83,40,
2011-05-21,61,8,12,18,31,32,85,73,
2011-05-24,62,65,72,74,79,87,90,30,
2011-05-26,63,20,24,31,38,54,72,27,
2011-05-28,64,15,16,79,80,84,88,83,
2011-05-31,65,1,10,62,69,78,85,30,
2011-06-03,66,14,16,24,30,34,72,17,
2011-06-04,67,21,44,46,49,58,67,88,
2011-06-07,68,5,20,44,51,54,90,63,
2011-06-09,69,10,17,21,35,36,76,83,
2011-06-11,70,11,29,39,41,43,55,83,
2011-06-14,71,40,44,49,57,58,87,1,
2011-06-16,72,18,48,57,59,84,87,6,
2011-06-18,73,19,22,25,67,74,89,1,
2011-06-21,74,2,41,62,75,79,87,3,
2011-06-23,75,11,27,47,50,58,82,22,
2011-06-25,76,11,17,35,42,71,76,82,
2011-06-28,77,5,6,29,43,66,74,47,
2011-06-30,78,7,20,35,37,57,70,42,
2011-07-02,79,6,9,11,19,45,51,69,
2011-07-05,80,2,6,7,51,57,71,10,
2011-07-07,81,1,2,34,54,79,88,45,
2011-07-09,82,11,22,42,49,58,89,78,
2011-07-12,83,7,27,28,45,57,75,24,
2011-07-14,84,21,35,51,68,81,90,13,
